,nconst,Action,Actualités,Animation,Aventure,Biographie,Comédie,Comédiemusicale,Crime,Documentaire,Drame,Famille,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Sport,Thriller,Téléfilm,Western,nb_films_y,anneeSortie,nbVotes_x,nbVotes_y
946,nm0767143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1987.0,93.0,93.0
947,nm0767741,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1984.0,17548.0,46963.0
948,nm0769135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1980.0,4400.0,76807.0
949,nm0769703,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1997.0,2180.0,2180.0
950,nm0771613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1986.0,1021.0,10005.0
951,nm0771923,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2012.0,3680.0,24763.0
952,nm0772207,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2010.0,4666.0,5262.0
953,nm0773845,0,0,0,0,0,6,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6,1996.0,2903.0,2445.0
954,nm0773973,1,0,0,0,2,2,1,2,0,6,0,0,0,0,0,1,0,4,0,0,0,0,0,6,2013.0,53246.0,1203.0
955,nm0775056,0,0,0,1,1,1,0,1,0,3,1,0,2,1,0,0,0,1,0,0,0,0,0,4,2004.0,5584.0,20658.0
956,nm0775447,0,0,0,0,2,0,0,0,2,1,0,1,0,2,0,0,0,1,0,0,0,0,0,3,1998.0,1177.0,12898.0
957,nm0777788,2,0,1,2,3,5,0,3,0,6,2,0,2,3,1,0,1,1,0,1,2,0,0,10,2015.0,18334.0,47678.0
958,nm0781899,1,0,2,1,0,1,0,0,0,3,1,1,0,0,2,1,0,2,0,0,1,0,0,5,2004.0,11533.0,5930.0
959,nm0782213,4,0,0,0,1,7,0,5,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,8,2004.0,8884.0,7814.0
960,nm0783879,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2012.0,90.0,13.0
961,nm0783934,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1977.0,1145.0,31.0
962,nm0785227,9,0,2,6,0,2,0,3,0,6,1,3,1,0,1,0,3,1,3,0,6,0,0,12,2012.0,267728.0,125059.0
963,nm0785684,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1985.0,2906.0,1994.0
964,nm0786891,1,0,0,0,1,7,1,2,0,18,0,2,0,1,1,2,2,4,0,0,4,0,0,20,1973.0,6365.0,308.0
965,nm0788553,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1974.0,2400.0,2400.0
966,nm0791248,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1990.0,9566.0,49804.0
967,nm0791723,0,0,0,1,0,2,0,0,0,3,1,0,0,0,0,0,1,1,0,0,1,0,0,4,2015.0,20154.0,11668.0
968,nm0792202,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1989.0,81928.0,112552.0
969,nm0795290,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2002.0,42877.0,49754.0
970,nm0798062,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2002.0,237.0,183.0
971,nm0800098,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002.0,30.0,144.0
972,nm0803066,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998.0,422.0,5166.0
973,nm0804592,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1983.0,4800.0,4622.0
974,nm0805476,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,3,2011.0,15699.0,10860.0
975,nm0809321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1992.0,4807.0,40688.0
976,nm0811242,2,0,0,0,0,9,0,1,0,5,1,0,0,0,3,3,2,4,0,0,4,0,0,13,2015.0,78634.0,1259.0
977,nm0811714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1980.0,2644.0,9862.0
978,nm0812307,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2022.0,129376.0,139457.0
979,nm0812406,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1976.0,14.0,13.0
980,nm0812546,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2010.0,44.0,1551.0
981,nm0812625,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1986.0,1151.0,1138.0
982,nm0815418,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018.0,28932.0,4479.0
983,nm0815428,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1976.0,57.0,47.0
984,nm0815677,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014.0,18.0,18.0
985,nm0819079,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2014.0,4898.0,1111.0
986,nm0824220,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,2002.0,69279.0,37824.0
987,nm0824997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2009.0,5333.0,5333.0
988,nm0827663,4,0,0,4,0,13,0,4,0,5,4,1,0,0,2,1,2,0,2,2,4,0,2,17,1989.0,83572.0,31963.0
989,nm0829537,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999.0,241188.0,24068.0
990,nm0833708,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1997.0,194.0,680.0
991,nm0834805,0,0,0,0,1,4,0,0,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,10,1993.0,150.0,83.0
992,nm0835001,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2016.0,4324.0,2705.0
993,nm0835688,5,0,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,5,2002.0,7558.0,4827.0
994,nm0836681,1,0,0,2,0,13,0,13,0,29,1,0,1,1,0,0,4,6,0,0,7,0,0,39,1997.0,1090.0,229.0
995,nm0837661,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013.0,586.0,156.0
996,nm0837839,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,5818.0,5818.0
997,nm0842918,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2003.0,134.0,163.0
998,nm0844435,0,0,0,0,0,3,0,1,1,7,0,0,2,0,0,0,2,0,0,0,0,0,0,10,1986.0,799.0,107.0
999,nm0851731,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1987.0,806.0,607.0
1000,nm0853456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1981.0,204.0,577.0
1001,nm0856500,0,0,0,0,4,16,1,2,0,31,0,0,0,1,0,3,2,8,0,0,5,0,0,41,2009.0,3310.0,2526.0
1002,nm0856774,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2001.0,53.0,164.0
1003,nm0858061,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,1401.0,1401.0
1004,nm0858525,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1989.0,11868.0,61553.0
1005,nm0858686,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1997.0,1748.0,2475.0
1006,nm0859985,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2008.0,167.0,428.0
1007,nm0862432,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1977.0,1185.0,81.0
1008,nm0863816,1,0,2,4,0,15,0,2,0,8,4,0,0,1,0,1,0,4,0,0,2,0,0,22,2006.0,1755.0,666.0
1009,nm0868779,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2003.0,332.0,13.0
1010,nm0870186,1,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,1988.0,7242.0,12298.0
1011,nm0870204,2,0,0,1,0,4,0,2,0,4,0,2,1,0,1,0,0,5,1,0,2,0,0,8,2002.0,43074.0,15337.0
1012,nm0870389,0,0,2,2,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,1974.0,775.0,14.0
1013,nm0871779,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2008.0,22.0,81.0
1014,nm0873211,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2003.0,169.0,196.0
1015,nm0873385,0,0,0,1,1,5,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,5,1991.0,9049.0,1440.0
1016,nm0875354,2,0,0,0,0,0,0,2,0,5,0,2,0,0,5,0,0,0,2,0,2,0,0,6,1996.0,17943.0,5638.0
1017,nm0876942,0,0,0,0,0,4,0,0,0,4,1,1,0,0,1,0,0,2,0,0,0,0,0,5,1991.0,1058.0,525.0
1018,nm0880085,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2022.0,2230.0,1138.0
1019,nm0880521,1,0,0,1,0,0,0,2,0,6,0,2,0,0,2,1,2,1,0,1,5,0,0,7,1980.0,2899.0,6329.0
1020,nm0885188,0,0,0,0,0,4,0,0,2,2,0,0,0,1,0,0,0,1,2,0,0,0,0,10,2011.0,17.0,97.0
1021,nm0887708,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971.0,6042.0,3258.0
1022,nm0888418,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,1,0,0,2,0,0,4,2001.0,3558.0,3403.0
1023,nm0889513,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2016.0,8.0,4937.0
1024,nm0889522,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,5,2011.0,45084.0,11285.0
1025,nm0889615,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1960.0,83.0,8.0
1026,nm0891580,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,7,2010.0,57.0,107.0
1027,nm0893107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1997.0,11.0,74.0
1028,nm0893872,0,0,1,0,0,4,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,5,2007.0,22327.0,1702.0
1029,nm0895752,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2018.0,3401.0,353.0
1030,nm0896612,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,140.0,140.0
1031,nm0897095,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1999.0,255.0,101.0
1032,nm0897715,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1982.0,4753.0,3483.0
1033,nm0902086,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4,1990.0,5669.0,5262.0
1034,nm0903137,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1973.0,1517.0,4935.0
1035,nm0910607,4,0,0,4,2,6,0,3,0,8,0,4,0,0,0,0,0,1,3,0,2,0,2,13,2016.0,253476.0,6406.0
1036,nm0910737,1,0,0,2,0,2,0,4,0,7,0,0,2,1,0,1,2,4,0,0,4,0,0,10,1976.0,8566.0,5222.0
1037,nm0911093,3,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1972.0,1857.0,1972.0
1038,nm0917188,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2016.0,79694.0,209239.0
1039,nm0919363,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000.0,6027.0,83396.0
1040,nm0920185,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2016.0,46577.0,1120.0
1041,nm0925234,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2002.0,132243.0,19491.0
1042,nm0926919,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1961.0,25103.0,22523.0
1043,nm0931958,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2012.0,4494.0,27250.0
1044,nm0932302,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2022.0,1614.0,1614.0
1045,nm0933447,0,0,0,4,0,6,0,4,0,9,0,1,1,3,1,0,1,2,0,0,0,0,0,12,1972.0,819.0,166.0
1046,nm0933940,9,0,0,5,0,6,1,4,0,17,1,2,1,1,7,0,12,8,3,0,16,0,2,29,2013.0,156645.0,56870.0
1047,nm0935664,0,0,0,4,0,4,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,0,0,4,1998.0,91185.0,5993.0
1048,nm0938105,0,0,2,1,0,3,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,3,2013.0,908.0,150.0
1049,nm0942876,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015.0,238212.0,28219.0
1050,nm0946179,3,0,0,2,0,20,1,10,0,22,0,1,2,2,0,0,2,5,0,0,6,0,0,37,1983.0,1894.0,744.0
1051,nm0949210,1,0,0,0,0,6,0,1,0,5,0,0,0,0,0,1,0,0,0,0,3,0,0,9,2010.0,3265.0,2857.0
1052,nm0951206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1993.0,7215.0,15115.0
1053,nm0951456,2,0,1,1,1,23,1,5,1,18,1,2,0,0,0,2,0,7,0,0,4,0,0,30,2001.0,1319.0,1532.0
1054,nm0954655,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2018.0,6063.0,6063.0
1055,nm0954658,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2018.0,6063.0,6063.0
1056,nm0954704,6,0,0,0,1,13,0,13,0,40,0,1,2,3,0,0,1,9,0,0,9,0,0,49,2010.0,1935.0,2417.0
1057,nm0954786,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1983.0,3318.0,57.0
1058,nm0956643,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1971.0,886.0,20.0
1059,nm0958558,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1985.0,98.0,7198.0
1060,nm0959916,0,0,0,0,0,5,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,5,1965.0,1417.0,1151.0
1061,nm0968605,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1988.0,17.0,9.0
1062,nm0968684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1979.0,10.0,10.0
1063,nm0970447,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014.0,107526.0,198680.0
1064,nm0974796,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,18.0,16.0
1065,nm0992370,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2023.0,1390.0,10736.0
1066,nm0996864,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001.0,18.0,26.0
1067,nm0997240,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005.0,92439.0,3940.0
1068,nm10004120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2016.0,29.0,29.0
1069,nm1000499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,63.0,1274.0
1070,nm10058781,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,1,0,1,0,0,1,0,0,3,2021.0,40.0,40.0
1071,nm1007740,0,0,2,2,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,2005.0,3923.0,3923.0
1072,nm1008415,0,0,3,3,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,2002.0,4665.0,4665.0
1073,nm1009277,4,0,0,4,0,8,0,3,0,1,1,0,0,0,0,0,1,2,2,0,1,0,1,8,2009.0,68553.0,45143.0
1074,nm10159049,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,10.0,10.0
1075,nm10173246,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,35.0,35.0
1076,nm1021224,0,0,0,0,0,7,0,3,1,9,0,1,1,0,0,0,1,0,0,1,1,0,0,15,2011.0,716.0,63.0
1077,nm1023870,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996.0,19.0,18.0
1078,nm1024677,3,0,6,4,1,11,0,0,0,12,2,2,1,1,2,0,0,6,4,0,1,0,0,17,2015.0,99297.0,248005.0
1079,nm1027986,1,0,0,2,0,3,0,0,0,2,0,2,0,1,2,0,1,0,0,0,1,0,0,3,2016.0,14365.0,9364.0
1080,nm1035719,2,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,3,2008.0,4267.0,3233.0
1081,nm1044758,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1968.0,17.0,37.0
1082,nm1047269,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1969.0,29.0,5.0
1083,nm10480207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1999.0,9.0,9.0
1084,nm10535179,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977.0,10.0,27.0
1085,nm1056120,5,0,0,2,0,2,0,1,0,2,0,3,0,0,3,0,0,0,2,0,3,0,0,5,2007.0,4255.0,2086.0
1086,nm1064292,0,0,0,1,0,3,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,3,2015.0,61403.0,5452.0
1087,nm10732120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,11.0,11.0
1088,nm1086956,1,0,0,0,0,8,0,1,0,7,0,0,0,0,0,0,0,2,1,0,0,0,0,10,2015.0,1205.0,1849.0
1089,nm1094137,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2020.0,38614.0,18290.0
1090,nm1098161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980.0,58.0,58.0
1091,nm1099640,0,0,0,1,1,4,0,0,0,11,1,0,0,1,0,0,0,4,0,0,0,0,0,12,2012.0,669.0,448.0
1092,nm1101310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,7027.0,7027.0
1093,nm1102140,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2013.0,24639.0,35964.0
1094,nm1104118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2003.0,88461.0,15480.0
1095,nm11068068,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,59.0,59.0
1096,nm1113387,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,2,2012.0,811.0,52.0
1097,nm1119022,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,3,2022.0,574.0,2032.0
1098,nm1119645,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2009.0,6495.0,22042.0
1099,nm1125677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,443.0,443.0
1100,nm1128572,1,0,1,1,0,6,0,1,0,2,1,1,0,0,0,0,0,4,0,0,2,0,0,8,2013.0,94967.0,33358.0
1101,nm1133423,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2021.0,107.0,107.0
1102,nm1140699,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2007.0,270.0,295.0
1103,nm1145983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2022.0,39504.0,39504.0
1104,nm1155516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2010.0,61.0,61.0
1105,nm11617021,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2022.0,128.0,154.0
1106,nm1162222,0,0,0,0,0,5,0,2,0,5,1,0,0,0,0,0,0,0,0,0,2,0,0,6,2012.0,1906.0,471.0
1107,nm11633954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2020.0,1261.0,1261.0
1108,nm1164552,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,4387.0,4387.0
1109,nm1167415,0,0,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2018.0,750.0,750.0
1110,nm1175459,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2016.0,1688.0,852.0
1111,nm1175724,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,2010.0,2086.0,4408.0
1112,nm1177914,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2013.0,82879.0,36605.0
1113,nm1190019,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970.0,25.0,26.0
1114,nm1191481,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,4,2011.0,172412.0,203545.0
1115,nm1196161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,2167.0,5198.0
1116,nm1199107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2009.0,22523.0,118916.0
1117,nm1218757,1,0,0,1,0,2,0,3,0,1,1,0,0,0,1,0,1,1,0,0,2,0,0,4,2012.0,50762.0,3394.0
1118,nm1227232,0,0,0,0,0,0,0,2,0,4,0,0,0,1,2,0,0,1,0,0,3,0,0,4,2009.0,53717.0,25194.0
1119,nm1228072,2,0,0,0,1,3,0,0,0,11,0,0,4,2,1,0,1,5,0,0,1,0,0,12,2012.0,2197.0,104.0
1120,nm1229520,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018.0,49012.0,34622.0
1121,nm1248409,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2024.0,1832.0,1832.0
1122,nm12560062,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2022.0,175.0,175.0
1123,nm1267707,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2015.0,2963.0,9234.0
1124,nm1271759,0,0,2,2,0,6,0,3,0,13,3,0,0,0,0,1,1,2,0,0,3,0,0,16,2013.0,2781.0,487.0
1125,nm1273708,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2015.0,15500.0,3288.0
1126,nm12771645,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,216.0,216.0
1127,nm1288961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2007.0,5278.0,2265.0
1128,nm1294652,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2016.0,182.0,14.0
1129,nm1312575,6,0,0,2,1,7,0,3,0,17,0,1,0,1,2,0,5,5,4,1,10,0,1,22,2013.0,118359.0,148728.0
1130,nm1315212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,12.0,678.0
1131,nm1315309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2006.0,9.0,9.0
1132,nm1315809,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2021.0,1785.0,3611.0
1133,nm1318596,1,0,1,4,0,8,0,2,0,2,2,1,0,0,1,0,0,3,1,0,0,0,0,9,2015.0,95568.0,206713.0
1134,nm1320827,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2019.0,154614.0,4112.0
1135,nm1326502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2007.0,52.0,52.0
1136,nm1333852,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2003.0,9.0,12.0
1137,nm1334869,5,0,0,2,0,0,0,2,0,5,0,0,1,0,2,0,5,1,2,0,6,0,0,9,2016.0,142532.0,4985.0
1138,nm1336595,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2012.0,16520.0,2729.0
1139,nm1346713,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,5,2015.0,7564.0,4249.0
1140,nm1347153,3,0,1,2,0,14,0,4,0,13,2,0,0,0,0,0,2,9,1,0,2,0,0,16,2012.0,86958.0,9733.0
