,nconst,Action,Actualités,Animation,Aventure,Biographie,Comédie,Comédiemusicale,Crime,Documentaire,Drame,Famille,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Sport,Thriller,Téléfilm,Western,nb_films_y,anneeSortie,nbVotes_x,nbVotes_y
552,nm0275244,0,0,0,0,0,1,0,0,0,5,0,0,0,1,5,0,1,0,0,0,3,0,0,7,2013.0,7325.0,4903.0
553,nm0275913,2,0,0,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0,1,0,3,0,0,5,2006.0,17982.0,1810.0
554,nm0276062,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,2,0,0,3,0,0,5,1996.0,80938.0,88019.0
555,nm0277229,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,1,0,5,1,0,1,0,0,13,2004.0,754.0,468.0
556,nm0278503,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2012.0,4424.0,2648.0
557,nm0280541,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2006.0,1918.0,1679.0
558,nm0280721,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1983.0,14.0,15.0
559,nm0283810,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,12.0,5631.0
560,nm0285135,0,0,0,0,0,2,0,1,0,6,0,0,0,0,1,0,2,0,0,0,4,0,0,6,2016.0,6513.0,1168.0
561,nm0288330,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1980.0,103.0,54.0
562,nm0290556,11,0,0,8,7,7,0,8,0,21,1,3,2,5,0,1,2,6,1,1,6,0,0,29,2011.0,121911.0,36363.0
563,nm0291959,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1983.0,186.0,14.0
564,nm0293739,1,0,0,1,1,11,1,7,0,34,0,2,0,1,0,1,4,12,2,0,6,0,0,38,1982.0,1147.0,67.0
565,nm0293889,0,0,0,1,0,5,0,1,0,7,0,1,0,0,0,0,0,4,0,0,0,0,0,10,1996.0,2778.0,264.0
566,nm0296144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002.0,167.0,1936.0
567,nm0299677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1987.0,126.0,192.0
568,nm0300965,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1974.0,2388.0,27.0
569,nm0302546,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990.0,138.0,112.0
570,nm0302916,0,0,1,1,4,5,1,0,0,5,2,0,0,2,0,1,0,2,0,0,0,0,0,11,2013.0,5245.0,4301.0
571,nm0303145,0,0,0,0,0,2,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1997.0,456.0,14.0
572,nm0304830,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,28280.0,36947.0
573,nm0305368,0,0,1,0,0,12,0,3,0,25,0,0,2,1,2,1,2,14,0,0,4,0,0,32,1994.0,1408.0,2121.0
574,nm0305558,1,0,1,4,3,6,0,5,0,29,1,2,0,3,1,2,3,7,2,2,9,0,0,29,2009.0,79591.0,1852.0
575,nm0307531,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,2006.0,661512.0,5266.0
576,nm0308039,0,0,1,1,6,10,1,1,2,32,2,0,0,8,0,0,1,16,1,0,2,0,0,36,2014.0,7288.0,2976.0
577,nm0308042,0,0,0,0,0,0,0,0,1,5,0,2,0,0,0,2,0,0,0,0,0,0,0,5,1978.0,408.0,749.0
578,nm0309697,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1975.0,18.0,1767.0
579,nm0315041,2,0,2,4,0,7,0,1,0,1,4,3,1,0,0,0,0,1,0,0,0,0,1,7,2011.0,102695.0,68037.0
580,nm0315591,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002.0,10.0,12.0
581,nm0315861,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2003.0,44.0,57.0
582,nm0316034,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2001.0,6978.0,6561.0
583,nm0316795,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2007.0,17061.0,13586.0
584,nm0318875,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1971.0,409.0,229.0
585,nm0319708,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1966.0,589.0,10.0
586,nm0320495,0,0,0,2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2000.0,6352.0,6561.0
587,nm0320510,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1963.0,694.0,953.0
588,nm0320759,0,0,0,0,1,6,0,1,0,14,0,1,0,2,1,0,1,3,0,1,4,0,0,16,2018.0,1853.0,20.0
589,nm0320762,0,0,0,0,2,11,0,3,0,26,1,0,1,1,1,0,3,8,0,0,5,0,0,31,2001.0,2596.0,382.0
590,nm0320808,5,0,0,5,0,15,0,8,1,26,0,0,2,2,0,0,2,10,0,0,5,0,1,35,1990.0,842.0,205.0
591,nm0320929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1989.0,47.0,406.0
592,nm0321159,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012.0,49.0,1192.0
593,nm0321676,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1973.0,16.0,20.0
594,nm0329023,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2008.0,13562.0,20694.0
595,nm0329029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1972.0,1670.0,1178.0
596,nm0330185,0,0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2014.0,1565.0,2104.0
597,nm0330360,1,0,0,0,0,2,0,1,0,2,0,0,0,0,1,0,1,1,0,1,2,0,0,4,1984.0,49586.0,7868.0
598,nm0330687,7,0,1,4,3,12,0,12,0,20,2,2,1,2,0,1,3,7,4,0,8,0,0,28,2011.0,231701.0,250601.0
599,nm0331516,7,0,0,2,2,7,0,9,0,22,0,1,0,1,0,2,5,7,1,0,11,0,0,25,2012.0,296814.0,19444.0
600,nm0331868,0,0,0,0,0,4,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2018.0,4755.0,4804.0
601,nm0332267,2,0,0,1,0,4,0,3,0,15,0,0,1,2,0,2,2,1,0,0,3,0,0,16,2014.0,1562.0,88.0
602,nm0332647,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999.0,130.0,168.0
603,nm0333804,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1988.0,3723.0,10830.0
604,nm0335878,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1969.0,70.0,88.0
605,nm0337541,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1975.0,767.0,15.0
606,nm0341737,1,0,0,0,2,6,1,3,0,8,1,0,0,0,0,0,1,6,0,1,2,0,0,13,2004.0,31048.0,4931.0
607,nm0343472,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,2,2014.0,5004.0,9216.0
608,nm0346306,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2010.0,1926.0,252.0
609,nm0346363,0,0,0,0,0,8,0,2,0,16,0,0,0,1,0,1,3,6,0,0,2,0,0,19,2013.0,1587.0,227.0
610,nm0347069,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,1,3,0,0,3,0,0,6,2007.0,7040.0,9.0
611,nm0347492,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001.0,186.0,2760.0
612,nm0348274,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014.0,76.0,6919.0
613,nm0350099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015.0,2977.0,2299.0
614,nm0350454,2,0,0,0,1,6,0,1,0,8,1,1,0,2,0,2,1,5,0,0,3,0,0,10,2008.0,80085.0,77985.0
615,nm0350785,1,0,0,0,0,4,1,4,0,4,0,0,0,0,0,0,1,1,0,0,2,0,0,8,1976.0,1012.0,36.0
616,nm0351772,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1999.0,5788.0,6733.0
617,nm0352780,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2010.0,3833.0,2941.0
618,nm0352858,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2008.0,341.0,256.0
619,nm0354024,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,2,0,0,2,1984.0,23362.0,9694.0
620,nm0355181,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1974.0,10268.0,10268.0
621,nm0356017,1,0,2,2,2,5,0,3,2,20,4,3,0,1,3,1,7,6,2,0,9,0,0,21,2014.0,84017.0,17000.0
622,nm0359321,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994.0,262.0,165.0
623,nm0359894,4,0,0,1,1,5,0,5,0,13,0,0,2,2,0,0,2,1,0,0,2,0,1,18,1974.0,250.0,127.0
624,nm0360528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1982.0,8.0,58.0
625,nm0361975,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1974.0,1909.0,1909.0
626,nm0362854,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,5,1998.0,860.0,776.0
627,nm0363652,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2007.0,22271.0,2429.0
628,nm0369201,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1970.0,686.0,147.0
629,nm0370892,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2008.0,6510.0,13251.0
630,nm0371684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1994.0,3923.0,10758.0
631,nm0371891,0,0,1,0,0,4,0,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,6,2007.0,3784.0,397.0
632,nm0372366,0,0,0,0,0,2,0,3,0,4,0,0,0,0,1,0,2,0,0,0,2,0,0,5,2014.0,21679.0,6728.0
633,nm0373571,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,5,2006.0,58270.0,3253.0
634,nm0376101,1,0,0,1,0,2,0,3,0,9,0,1,1,1,3,1,5,1,0,0,5,0,0,11,1976.0,16894.0,1277.0
635,nm0377750,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,3,1976.0,15715.0,24419.0
636,nm0378660,1,0,0,1,0,8,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,8,2005.0,15241.0,13974.0
637,nm0378932,1,0,0,1,0,6,0,2,1,7,1,1,0,0,3,0,2,3,1,0,2,0,0,12,2011.0,8232.0,1731.0
638,nm0380628,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1982.0,30050.0,6617.0
639,nm0381116,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012.0,1586.0,1586.0
640,nm0382942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1973.0,2415.0,2415.0
641,nm0384722,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,23314.0,37928.0
642,nm0385644,0,0,0,1,0,4,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,4,2009.0,36433.0,9008.0
643,nm0393661,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1972.0,5041.0,24083.0
644,nm0394502,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1999.0,24.0,96.0
645,nm0396136,4,0,0,7,3,5,0,18,0,30,0,0,3,6,1,2,5,8,0,0,11,0,1,43,1968.0,749.0,594.0
646,nm0396884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1977.0,40802.0,11601.0
647,nm0397171,5,0,0,6,2,4,0,1,0,8,1,3,0,1,0,1,2,2,3,0,5,0,0,13,2014.0,234358.0,1439.0
648,nm0399088,1,0,0,0,0,7,0,1,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,8,2013.0,13193.0,898.0
649,nm0399737,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1996.0,14905.0,16595.0
650,nm0401247,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1987.0,317.0,680.0
651,nm0404067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999.0,19.0,3928.0
652,nm0404091,1,0,0,0,2,7,0,3,0,12,0,0,0,0,0,0,0,6,0,0,1,0,0,17,1984.0,3142.0,678.0
653,nm0405578,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,11.0,236.0
654,nm0405683,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1974.0,186.0,61.0
655,nm0408127,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2003.0,53.0,32.0
656,nm0409561,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1984.0,905.0,1952.0
657,nm0411631,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1980.0,2478.0,9227.0
658,nm0412235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1986.0,31.0,380.0
659,nm0415245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1979.0,372.0,1114.0
660,nm0418450,0,0,1,1,0,21,0,0,0,23,2,0,1,1,0,2,0,2,0,0,0,0,0,25,2013.0,1507.0,4177.0
661,nm0418470,0,0,0,0,0,4,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2003.0,620.0,135.0
662,nm0419389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010.0,20.0,20.0
663,nm0419894,0,0,1,1,0,8,0,3,0,4,1,0,0,0,0,0,1,0,0,0,2,0,0,12,2013.0,752.0,1544.0
664,nm0420383,0,0,0,2,0,4,0,2,0,1,1,1,0,0,0,1,2,0,1,0,1,0,0,5,1964.0,14122.0,3744.0
665,nm0423428,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021.0,1606.0,1873.0
666,nm0423524,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1972.0,41087.0,16483.0
667,nm0427136,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1982.0,3391.0,465.0
668,nm0428618,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1970.0,2916.0,19989.0
669,nm0430107,5,0,0,3,2,1,0,2,0,9,0,0,2,1,0,0,0,2,3,3,3,0,0,11,2017.0,189249.0,98894.0
670,nm0430629,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,0,3,0,0,2,0,0,7,2009.0,1037.0,23.0
671,nm0431221,1,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,6,2012.0,1327.0,712.0
672,nm0431918,0,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,2009.0,37684.0,151468.0
673,nm0431956,0,0,0,0,0,9,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,9,2011.0,4229.0,2610.0
674,nm0432040,0,0,0,2,0,30,1,3,0,16,2,2,2,1,0,4,0,3,0,0,1,0,0,35,1999.0,3086.0,999.0
675,nm0432380,0,0,0,0,1,1,0,0,1,3,0,2,0,0,0,0,0,2,0,0,0,0,0,4,2012.0,18001.0,23359.0
676,nm0432601,5,0,0,1,0,0,0,1,0,7,0,1,1,1,0,0,2,2,0,0,4,0,0,7,2013.0,8563.0,1110.0
677,nm0433267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1963.0,394.0,1373.0
678,nm0434806,0,0,0,0,1,3,0,0,0,8,1,0,0,1,0,0,0,1,0,0,1,0,0,8,2018.0,1872.0,1294.0
679,nm0435677,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,2,1980.0,9926.0,1216.0
680,nm0435726,2,0,0,1,0,9,1,12,0,24,0,0,0,2,0,1,3,8,2,0,6,0,0,33,1981.0,1334.0,10.0
681,nm0436687,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1978.0,651.0,84.0
682,nm0439344,0,0,0,2,0,10,0,4,0,21,0,2,2,1,0,1,4,5,2,0,3,0,0,26,1970.0,7014.0,127.0
683,nm0439739,0,0,2,2,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,1997.0,52392.0,6211.0
684,nm0439748,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1997.0,993.0,477.0
685,nm0440860,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2011.0,25192.0,25192.0
686,nm0440913,4,0,0,0,1,9,0,7,0,18,0,0,1,2,0,0,3,4,0,1,7,0,0,23,2011.0,40132.0,71852.0
687,nm0441526,36,0,0,28,1,0,0,0,0,36,0,0,0,4,0,0,0,0,0,0,0,0,0,36,1968.0,2052.0,1590.0
688,nm0442207,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1999.0,5788.0,10444.0
689,nm0442905,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2003.0,1854.0,3508.0
690,nm0443855,0,0,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2020.0,25839.0,25839.0
691,nm0444244,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1986.0,184.0,31199.0
692,nm0444248,0,0,0,0,0,2,0,2,0,11,0,0,0,0,1,0,0,7,0,0,2,0,0,11,2013.0,16472.0,40.0
693,nm0446622,0,0,0,0,1,1,1,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,2,2020.0,29811.0,2069.0
694,nm0447695,4,0,4,6,0,21,1,6,0,13,5,6,0,0,0,7,3,11,1,0,5,0,0,27,2016.0,128422.0,57355.0
695,nm0449466,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2001.0,115459.0,1544.0
696,nm0451076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2003.0,80061.0,27938.0
697,nm0452161,0,0,0,1,1,32,0,7,0,31,0,1,1,1,0,0,5,12,1,0,4,0,0,44,2009.0,1817.0,505.0
698,nm0452298,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017.0,1177.0,1177.0
699,nm0455394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1977.0,3392.0,4038.0
700,nm0461498,2,0,2,4,1,2,1,1,0,6,2,2,0,1,0,4,0,2,1,0,1,0,0,8,2010.0,96707.0,7155.0
701,nm0466349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002.0,167.0,90328.0
702,nm0469103,3,0,0,1,1,1,0,2,0,6,0,1,0,1,0,1,0,3,0,0,3,0,0,9,1992.0,21647.0,3463.0
703,nm0469650,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1998.0,2349.0,57.0
704,nm0469823,0,0,0,0,0,4,0,1,0,2,0,1,0,0,2,0,3,2,0,0,3,0,0,7,2015.0,72715.0,18406.0
705,nm0470514,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1999.0,4885.0,1666.0
706,nm0476201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,1506.0,92287.0
707,nm0478418,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1996.0,1496.0,1800.0
708,nm0479721,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2009.0,6254.0,889.0
709,nm0479745,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,3250.0,243.0
710,nm0479807,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1998.0,40.0,267.0
711,nm0480850,3,0,2,1,0,18,0,5,0,19,3,0,1,1,0,0,1,5,0,0,6,0,0,26,2017.0,5582.0,2009.0
712,nm0481415,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1972.0,43.0,28.0
713,nm0483776,0,0,0,1,0,9,0,1,0,5,1,0,1,0,1,0,0,1,0,0,2,0,0,12,1992.0,235.0,143.0
714,nm0483812,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1976.0,104.0,1294.0
715,nm0485273,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1992.0,3224.0,1355.0
716,nm0485878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1982.0,1043.0,4770.0
717,nm0486188,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2012.0,16.0,76.0
718,nm0486627,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,0,0,5,1991.0,171.0,17198.0
719,nm0488645,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1997.0,450.0,135.0
720,nm0488953,8,0,0,7,2,7,0,4,1,10,1,4,0,1,0,0,1,1,5,0,2,0,0,19,2016.0,218979.0,21121.0
721,nm0490702,0,0,0,0,0,14,0,0,0,4,0,0,0,0,2,0,0,3,0,1,0,0,0,14,2011.0,7204.0,640.0
722,nm0490871,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1969.0,4848.0,4848.0
723,nm0491021,1,0,0,0,0,7,1,1,0,17,0,2,0,0,0,1,2,2,0,0,3,0,0,19,1980.0,1134.0,131.0
724,nm0491259,3,0,0,3,1,11,0,3,0,23,3,1,2,4,1,2,3,7,1,0,10,0,0,31,2013.0,80386.0,6089.0
725,nm0493257,1,0,0,2,1,1,0,1,0,4,0,2,0,1,0,0,0,1,0,0,1,0,0,5,2018.0,47430.0,17726.0
726,nm0494066,1,0,0,0,1,2,0,2,1,12,0,0,0,0,0,1,0,4,0,0,2,0,0,13,2007.0,1658.0,105.0
727,nm0494069,0,0,0,0,1,5,0,1,0,8,0,0,0,1,1,0,2,1,0,0,2,0,0,10,2014.0,9904.0,7996.0
728,nm0494383,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1961.0,8.0,90.0
729,nm0494504,0,0,0,0,0,5,0,1,0,7,0,0,0,0,0,1,1,2,1,0,0,0,0,9,2010.0,108302.0,675.0
730,nm0496172,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2002.0,196.0,13.0
731,nm0497631,7,0,0,1,0,1,0,3,0,6,0,0,1,1,0,0,1,0,0,0,6,0,0,8,2014.0,10232.0,6349.0
732,nm0500976,6,0,0,3,2,17,0,10,0,23,4,2,0,1,1,0,2,6,1,0,13,0,0,36,2015.0,5601.0,6148.0
733,nm0500977,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2016.0,264.0,541.0
734,nm0500988,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2011.0,58.0,1234.0
735,nm0501085,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,1988.0,1031.0,11.0
736,nm0501185,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1978.0,3646.0,42176.0
737,nm0501256,0,0,1,1,1,17,0,0,0,6,2,1,0,0,0,1,0,2,0,0,0,0,0,18,2009.0,3825.0,1593.0
738,nm0501435,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1992.0,104453.0,23372.0
739,nm0501471,0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,6,1969.0,129.0,66.0
740,nm0502133,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1998.0,26589.0,769.0
741,nm0502412,0,0,0,0,0,5,0,1,0,5,1,2,0,0,0,0,0,2,0,0,1,0,0,7,2018.0,14190.0,1840.0
742,nm0503215,0,0,0,0,0,3,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,4,2010.0,1249.0,1994.0
743,nm0504267,1,0,0,0,1,3,0,4,0,20,0,0,0,1,0,0,1,5,0,1,3,0,0,21,2009.0,855.0,6587.0
744,nm0504641,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010.0,26.0,296.0
745,nm0506165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2004.0,2820.0,23910.0
746,nm0506374,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2001.0,1283.0,3772.0
747,nm0506405,2,0,1,3,0,13,0,4,0,3,2,2,0,0,0,1,0,3,1,1,0,0,0,13,2002.0,55709.0,5660.0
748,nm0506576,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996.0,19.0,19.0
